symbol,company,group,period_end,title,publish_dt,tracing_no,is_revision,excel_url,section,product,unit,month_production,month_sales_qty,month_sales_rate_rial,month_sales_amount_mrial,month,year
فصبا,صبا فولاد خلیج فارس,steel,1404/12/29,گزارش فعالیت ماهانه دوره ۱ ماهه منتهی به  ۱۴۰۴/۱۲/۲۹(اصلاحیه),۱۴۰۵/۰۱/۳۰ ۱۲:۵۱:۲۱,1509825,True,https://excel.codal.ir/service/Excel/GetAll/1zgKFVkFPOOObOOOLZU4QQQaQQQrefPhzg%3d%3d/0,domestic,میکس بریکت و آهن اسفنجی,تن,,,,0.0,1404-12,1404
فصبا,صبا فولاد خلیج فارس,steel,1405/01/31,گزارش فعالیت ماهانه دوره ۱ ماهه منتهی به  ۱۴۰۵/۰۱/۳۱(اصلاحیه),۱۴۰۵/۰۲/۰۸ ۱۱:۱۹:۲۴,1515484,True,https://excel.codal.ir/service/Excel/GetAll/8C0mIVMOOObOOOnEBMcCoPbyX2Kw%3d%3d/0,domestic,بریکت آهن اسفنجی,تن,68815.0,40231.0,207376998.0,8342984.0,1405-01,1405
فصبا,صبا فولاد خلیج فارس,steel,1405/01/31,گزارش فعالیت ماهانه دوره ۱ ماهه منتهی به  ۱۴۰۵/۰۱/۳۱(اصلاحیه),۱۴۰۵/۰۲/۰۸ ۱۱:۱۹:۲۴,1515484,True,https://excel.codal.ir/service/Excel/GetAll/8C0mIVMOOObOOOnEBMcCoPbyX2Kw%3d%3d/0,export,بریکت آهن اسفنجی,تن,,22459.0,298375351.0,6701212.0,1405-01,1405
فصبا,صبا فولاد خلیج فارس,steel,1405/01/31,گزارش فعالیت ماهانه دوره ۱ ماهه منتهی به  ۱۴۰۵/۰۱/۳۱(اصلاحیه),۱۴۰۵/۰۲/۰۸ ۱۱:۱۹:۲۴,1515484,True,https://excel.codal.ir/service/Excel/GetAll/8C0mIVMOOObOOOnEBMcCoPbyX2Kw%3d%3d/0,domestic,میکس بریکت و آهن اسفنجی,تن,,,,0.0,1405-01,1405
فصبا,صبا فولاد خلیج فارس,steel,1405/02/31,گزارش فعالیت ماهانه دوره ۱ ماهه منتهی به  ۱۴۰۵/۰۲/۳۱,۱۴۰۵/۰۳/۰۹ ۱۵:۴۹:۱۵,1535120,False,https://excel.codal.ir/service/Excel/GetAll/0epvqHTRgLNAiaj7hILNBQ%3d%3d/0,domestic,بریکت آهن اسفنجی,تن,120462.0,54220.0,252007211.0,13663831.0,1405-02,1405
فصبا,صبا فولاد خلیج فارس,steel,1405/02/31,گزارش فعالیت ماهانه دوره ۱ ماهه منتهی به  ۱۴۰۵/۰۲/۳۱,۱۴۰۵/۰۳/۰۹ ۱۵:۴۹:۱۵,1535120,False,https://excel.codal.ir/service/Excel/GetAll/0epvqHTRgLNAiaj7hILNBQ%3d%3d/0,export,بریکت آهن اسفنجی,تن,,4999.0,346548910.0,1732398.0,1405-02,1405
فصبا,صبا فولاد خلیج فارس,steel,1405/02/31,گزارش فعالیت ماهانه دوره ۱ ماهه منتهی به  ۱۴۰۵/۰۲/۳۱,۱۴۰۵/۰۳/۰۹ ۱۵:۴۹:۱۵,1535120,False,https://excel.codal.ir/service/Excel/GetAll/0epvqHTRgLNAiaj7hILNBQ%3d%3d/0,domestic,میکس بریکت و آهن اسفنجی,تن,,,,0.0,1405-02,1405
فصبا,صبا فولاد خلیج فارس,steel,1405/03/31,گزارش فعالیت ماهانه دوره ۱ ماهه منتهی به  ۱۴۰۵/۰۳/۳۱(اصلاحیه),۱۴۰۵/۰۴/۰۸ ۱۶:۰۸:۰۲,1559247,True,https://excel.codal.ir/service/Excel/GetAll/amLXuIHZZFaRrBOOObOOOMpsnFLQ%3d%3d/0,domestic,بریکت آهن اسفنجی,تن,83815.0,26130.0,249135476.0,6509910.0,1405-03,1405
فصبا,صبا فولاد خلیج فارس,steel,1405/03/31,گزارش فعالیت ماهانه دوره ۱ ماهه منتهی به  ۱۴۰۵/۰۳/۳۱(اصلاحیه),۱۴۰۵/۰۴/۰۸ ۱۶:۰۸:۰۲,1559247,True,https://excel.codal.ir/service/Excel/GetAll/amLXuIHZZFaRrBOOObOOOMpsnFLQ%3d%3d/0,export,بریکت آهن اسفنجی,تن,,34500.0,349567101.0,12060065.0,1405-03,1405
فصبا,صبا فولاد خلیج فارس,steel,1405/03/31,گزارش فعالیت ماهانه دوره ۱ ماهه منتهی به  ۱۴۰۵/۰۳/۳۱(اصلاحیه),۱۴۰۵/۰۴/۰۸ ۱۶:۰۸:۰۲,1559247,True,https://excel.codal.ir/service/Excel/GetAll/amLXuIHZZFaRrBOOObOOOMpsnFLQ%3d%3d/0,domestic,میکس بریکت و آهن اسفنجی,تن,,,,0.0,1405-03,1405
کاوه,فولاد کاوه جنوب کیش,steel,1400/01/31,گزارش فعالیت ماهانه دوره ۱ ماهه منتهی به ۱۴۰۰/۰۱/۳۱(اصلاحیه),۱۴۰۰/۰۲/۰۷ ۱۵:۵۰:۰۶,741264,True,https://excel.codal.ir/service/Excel/GetAll/Zps0q9Hd0CVhGHPygwKQQQaQQQMg%3d%3d/0,domestic,آهن اسفنجی,تن,160865.0,0.0,,0.0,1400-01,1400
کاوه,فولاد کاوه جنوب کیش,steel,1400/01/31,گزارش فعالیت ماهانه دوره ۱ ماهه منتهی به ۱۴۰۰/۰۱/۳۱(اصلاحیه),۱۴۰۰/۰۲/۰۷ ۱۵:۵۰:۰۶,741264,True,https://excel.codal.ir/service/Excel/GetAll/Zps0q9Hd0CVhGHPygwKQQQaQQQMg%3d%3d/0,domestic,آهن اسفنجی داخلی,تن,0.0,0.0,,0.0,1400-01,1400
کاوه,فولاد کاوه جنوب کیش,steel,1400/01/31,گزارش فعالیت ماهانه دوره ۱ ماهه منتهی به ۱۴۰۰/۰۱/۳۱(اصلاحیه),۱۴۰۰/۰۲/۰۷ ۱۵:۵۰:۰۶,741264,True,https://excel.codal.ir/service/Excel/GetAll/Zps0q9Hd0CVhGHPygwKQQQaQQQMg%3d%3d/0,export,آهن اسفنجی صادراتی,تن,0.0,0.0,0.0,0.0,1400-01,1400
کاوه,فولاد کاوه جنوب کیش,steel,1400/01/31,گزارش فعالیت ماهانه دوره ۱ ماهه منتهی به ۱۴۰۰/۰۱/۳۱(اصلاحیه),۱۴۰۰/۰۲/۰۷ ۱۵:۵۰:۰۶,741264,True,https://excel.codal.ir/service/Excel/GetAll/Zps0q9Hd0CVhGHPygwKQQQaQQQMg%3d%3d/0,export,آهن اسفنجی کارمزدی,تن,0.0,0.0,0.0,0.0,1400-01,1400
کاوه,فولاد کاوه جنوب کیش,steel,1400/01/31,گزارش فعالیت ماهانه دوره ۱ ماهه منتهی به ۱۴۰۰/۰۱/۳۱(اصلاحیه),۱۴۰۰/۰۲/۰۷ ۱۵:۵۰:۰۶,741264,True,https://excel.codal.ir/service/Excel/GetAll/Zps0q9Hd0CVhGHPygwKQQQaQQQMg%3d%3d/0,domestic,شمش بیلت,تن,148080.0,0.0,,0.0,1400-01,1400
کاوه,فولاد کاوه جنوب کیش,steel,1400/01/31,گزارش فعالیت ماهانه دوره ۱ ماهه منتهی به ۱۴۰۰/۰۱/۳۱(اصلاحیه),۱۴۰۰/۰۲/۰۷ ۱۵:۵۰:۰۶,741264,True,https://excel.codal.ir/service/Excel/GetAll/Zps0q9Hd0CVhGHPygwKQQQaQQQMg%3d%3d/0,domestic,شمش بیلت داخلی,تن,0.0,45789.0,104990522.0,4807411.0,1400-01,1400
کاوه,فولاد کاوه جنوب کیش,steel,1400/01/31,گزارش فعالیت ماهانه دوره ۱ ماهه منتهی به ۱۴۰۰/۰۱/۳۱(اصلاحیه),۱۴۰۰/۰۲/۰۷ ۱۵:۵۰:۰۶,741264,True,https://excel.codal.ir/service/Excel/GetAll/Zps0q9Hd0CVhGHPygwKQQQaQQQMg%3d%3d/0,export,شمش بیلت صادراتی,تن,0.0,50015.0,123680876.0,6185899.0,1400-01,1400
کاوه,فولاد کاوه جنوب کیش,steel,1400/02/31,گزارش فعالیت ماهانه دوره ۱ ماهه منتهی به ۱۴۰۰/۰۲/۳۱,۱۴۰۰/۰۳/۰۵ ۱۱:۰۱:۱۸,751175,False,https://excel.codal.ir/service/Excel/GetAll/DO8tvgkUif9Y19DZ5YYcHQ%3d%3d/0,domestic,آهن اسفنجی,تن,155448.0,,,0.0,1400-02,1400
کاوه,فولاد کاوه جنوب کیش,steel,1400/02/31,گزارش فعالیت ماهانه دوره ۱ ماهه منتهی به ۱۴۰۰/۰۲/۳۱,۱۴۰۰/۰۳/۰۵ ۱۱:۰۱:۱۸,751175,False,https://excel.codal.ir/service/Excel/GetAll/DO8tvgkUif9Y19DZ5YYcHQ%3d%3d/0,domestic,آهن اسفنجی داخلی,تن,,,,0.0,1400-02,1400
کاوه,فولاد کاوه جنوب کیش,steel,1400/02/31,گزارش فعالیت ماهانه دوره ۱ ماهه منتهی به ۱۴۰۰/۰۲/۳۱,۱۴۰۰/۰۳/۰۵ ۱۱:۰۱:۱۸,751175,False,https://excel.codal.ir/service/Excel/GetAll/DO8tvgkUif9Y19DZ5YYcHQ%3d%3d/0,export,آهن اسفنجی صادراتی,تن,,,0.0,0.0,1400-02,1400
کاوه,فولاد کاوه جنوب کیش,steel,1400/02/31,گزارش فعالیت ماهانه دوره ۱ ماهه منتهی به ۱۴۰۰/۰۲/۳۱,۱۴۰۰/۰۳/۰۵ ۱۱:۰۱:۱۸,751175,False,https://excel.codal.ir/service/Excel/GetAll/DO8tvgkUif9Y19DZ5YYcHQ%3d%3d/0,export,آهن اسفنجی کارمزدی,تن,,,0.0,0.0,1400-02,1400
کاوه,فولاد کاوه جنوب کیش,steel,1400/02/31,گزارش فعالیت ماهانه دوره ۱ ماهه منتهی به ۱۴۰۰/۰۲/۳۱,۱۴۰۰/۰۳/۰۵ ۱۱:۰۱:۱۸,751175,False,https://excel.codal.ir/service/Excel/GetAll/DO8tvgkUif9Y19DZ5YYcHQ%3d%3d/0,domestic,شمش بیلت,تن,141667.0,,,0.0,1400-02,1400
کاوه,فولاد کاوه جنوب کیش,steel,1400/02/31,گزارش فعالیت ماهانه دوره ۱ ماهه منتهی به ۱۴۰۰/۰۲/۳۱,۱۴۰۰/۰۳/۰۵ ۱۱:۰۱:۱۸,751175,False,https://excel.codal.ir/service/Excel/GetAll/DO8tvgkUif9Y19DZ5YYcHQ%3d%3d/0,domestic,شمش بیلت داخلی,تن,,55559.0,110942116.0,6163833.0,1400-02,1400
کاوه,فولاد کاوه جنوب کیش,steel,1400/02/31,گزارش فعالیت ماهانه دوره ۱ ماهه منتهی به ۱۴۰۰/۰۲/۳۱,۱۴۰۰/۰۳/۰۵ ۱۱:۰۱:۱۸,751175,False,https://excel.codal.ir/service/Excel/GetAll/DO8tvgkUif9Y19DZ5YYcHQ%3d%3d/0,export,شمش بیلت صادراتی,تن,,126039.0,122144463.0,15394966.0,1400-02,1400
کاوه,فولاد کاوه جنوب کیش,steel,1400/03/31,گزارش فعالیت ماهانه دوره ۱ ماهه منتهی به ۱۴۰۰/۰۳/۳۱,۱۴۰۰/۰۴/۰۶ ۱۶:۰۴:۱۳,763119,False,https://excel.codal.ir/service/Excel/GetAll/QzG6OxkcmDk7iKlf7A2OOObOOO3A%3d%3d/0,domestic,آهن اسفنجی,تن,142821.0,,,0.0,1400-03,1400
کاوه,فولاد کاوه جنوب کیش,steel,1400/03/31,گزارش فعالیت ماهانه دوره ۱ ماهه منتهی به ۱۴۰۰/۰۳/۳۱,۱۴۰۰/۰۴/۰۶ ۱۶:۰۴:۱۳,763119,False,https://excel.codal.ir/service/Excel/GetAll/QzG6OxkcmDk7iKlf7A2OOObOOO3A%3d%3d/0,domestic,آهن اسفنجی داخلی,تن,,,,0.0,1400-03,1400
کاوه,فولاد کاوه جنوب کیش,steel,1400/03/31,گزارش فعالیت ماهانه دوره ۱ ماهه منتهی به ۱۴۰۰/۰۳/۳۱,۱۴۰۰/۰۴/۰۶ ۱۶:۰۴:۱۳,763119,False,https://excel.codal.ir/service/Excel/GetAll/QzG6OxkcmDk7iKlf7A2OOObOOO3A%3d%3d/0,export,آهن اسفنجی صادراتی,تن,,,0.0,0.0,1400-03,1400
کاوه,فولاد کاوه جنوب کیش,steel,1400/03/31,گزارش فعالیت ماهانه دوره ۱ ماهه منتهی به ۱۴۰۰/۰۳/۳۱,۱۴۰۰/۰۴/۰۶ ۱۶:۰۴:۱۳,763119,False,https://excel.codal.ir/service/Excel/GetAll/QzG6OxkcmDk7iKlf7A2OOObOOO3A%3d%3d/0,export,آهن اسفنجی کارمزدی,تن,,,0.0,0.0,1400-03,1400
کاوه,فولاد کاوه جنوب کیش,steel,1400/03/31,گزارش فعالیت ماهانه دوره ۱ ماهه منتهی به ۱۴۰۰/۰۳/۳۱,۱۴۰۰/۰۴/۰۶ ۱۶:۰۴:۱۳,763119,False,https://excel.codal.ir/service/Excel/GetAll/QzG6OxkcmDk7iKlf7A2OOObOOO3A%3d%3d/0,domestic,شمش بیلت,تن,127994.0,,,0.0,1400-03,1400
کاوه,فولاد کاوه جنوب کیش,steel,1400/03/31,گزارش فعالیت ماهانه دوره ۱ ماهه منتهی به ۱۴۰۰/۰۳/۳۱,۱۴۰۰/۰۴/۰۶ ۱۶:۰۴:۱۳,763119,False,https://excel.codal.ir/service/Excel/GetAll/QzG6OxkcmDk7iKlf7A2OOObOOO3A%3d%3d/0,domestic,شمش بیلت داخلی,تن,,43437.0,121001220.0,5255930.0,1400-03,1400
کاوه,فولاد کاوه جنوب کیش,steel,1400/03/31,گزارش فعالیت ماهانه دوره ۱ ماهه منتهی به ۱۴۰۰/۰۳/۳۱,۱۴۰۰/۰۴/۰۶ ۱۶:۰۴:۱۳,763119,False,https://excel.codal.ir/service/Excel/GetAll/QzG6OxkcmDk7iKlf7A2OOObOOO3A%3d%3d/0,export,شمش بیلت صادراتی,تن,,93337.0,129723464.0,12107999.0,1400-03,1400
کاوه,فولاد کاوه جنوب کیش,steel,1400/04/31,گزارش فعالیت ماهانه دوره ۱ ماهه منتهی به ۱۴۰۰/۰۴/۳۱,۱۴۰۰/۰۵/۰۶ ۱۷:۲۷:۰۲,776202,False,https://excel.codal.ir/service/Excel/GetAll/JXuzjUKyv6xP2JzWTvak1A%3d%3d/0,domestic,آهن اسفنجی,تن,140498.0,,,0.0,1400-04,1400
کاوه,فولاد کاوه جنوب کیش,steel,1400/04/31,گزارش فعالیت ماهانه دوره ۱ ماهه منتهی به ۱۴۰۰/۰۴/۳۱,۱۴۰۰/۰۵/۰۶ ۱۷:۲۷:۰۲,776202,False,https://excel.codal.ir/service/Excel/GetAll/JXuzjUKyv6xP2JzWTvak1A%3d%3d/0,domestic,آهن اسفنجی داخلی,تن,,,,0.0,1400-04,1400
کاوه,فولاد کاوه جنوب کیش,steel,1400/04/31,گزارش فعالیت ماهانه دوره ۱ ماهه منتهی به ۱۴۰۰/۰۴/۳۱,۱۴۰۰/۰۵/۰۶ ۱۷:۲۷:۰۲,776202,False,https://excel.codal.ir/service/Excel/GetAll/JXuzjUKyv6xP2JzWTvak1A%3d%3d/0,export,آهن اسفنجی صادراتی,تن,,,0.0,0.0,1400-04,1400
کاوه,فولاد کاوه جنوب کیش,steel,1400/04/31,گزارش فعالیت ماهانه دوره ۱ ماهه منتهی به ۱۴۰۰/۰۴/۳۱,۱۴۰۰/۰۵/۰۶ ۱۷:۲۷:۰۲,776202,False,https://excel.codal.ir/service/Excel/GetAll/JXuzjUKyv6xP2JzWTvak1A%3d%3d/0,export,آهن اسفنجی کارمزدی,تن,,,0.0,0.0,1400-04,1400
کاوه,فولاد کاوه جنوب کیش,steel,1400/04/31,گزارش فعالیت ماهانه دوره ۱ ماهه منتهی به ۱۴۰۰/۰۴/۳۱,۱۴۰۰/۰۵/۰۶ ۱۷:۲۷:۰۲,776202,False,https://excel.codal.ir/service/Excel/GetAll/JXuzjUKyv6xP2JzWTvak1A%3d%3d/0,domestic,شمش بیلت,تن,49690.0,,,0.0,1400-04,1400
کاوه,فولاد کاوه جنوب کیش,steel,1400/04/31,گزارش فعالیت ماهانه دوره ۱ ماهه منتهی به ۱۴۰۰/۰۴/۳۱,۱۴۰۰/۰۵/۰۶ ۱۷:۲۷:۰۲,776202,False,https://excel.codal.ir/service/Excel/GetAll/JXuzjUKyv6xP2JzWTvak1A%3d%3d/0,domestic,شمش بیلت داخلی,تن,,4749.0,131488313.0,624438.0,1400-04,1400
کاوه,فولاد کاوه جنوب کیش,steel,1400/04/31,گزارش فعالیت ماهانه دوره ۱ ماهه منتهی به ۱۴۰۰/۰۴/۳۱,۱۴۰۰/۰۵/۰۶ ۱۷:۲۷:۰۲,776202,False,https://excel.codal.ir/service/Excel/GetAll/JXuzjUKyv6xP2JzWTvak1A%3d%3d/0,export,شمش بیلت صادراتی,تن,,28924.0,144929920.0,4191953.0,1400-04,1400
کاوه,فولاد کاوه جنوب کیش,steel,1400/05/31,گزارش فعالیت ماهانه دوره ۱ ماهه منتهی به ۱۴۰۰/۰۵/۳۱,۱۴۰۰/۰۶/۰۷ ۱۵:۳۷:۴۲,786305,False,https://excel.codal.ir/service/Excel/GetAll/SW5vAb5xPyQQQQaQQQWQQQaQQQg4THwGsA%3d%3d/0,domestic,آهن اسفنجی,تن,95399.0,,,0.0,1400-05,1400
کاوه,فولاد کاوه جنوب کیش,steel,1400/05/31,گزارش فعالیت ماهانه دوره ۱ ماهه منتهی به ۱۴۰۰/۰۵/۳۱,۱۴۰۰/۰۶/۰۷ ۱۵:۳۷:۴۲,786305,False,https://excel.codal.ir/service/Excel/GetAll/SW5vAb5xPyQQQQaQQQWQQQaQQQg4THwGsA%3d%3d/0,domestic,آهن اسفنجی داخلی,تن,,2998.0,84990327.0,254801.0,1400-05,1400
کاوه,فولاد کاوه جنوب کیش,steel,1400/05/31,گزارش فعالیت ماهانه دوره ۱ ماهه منتهی به ۱۴۰۰/۰۵/۳۱,۱۴۰۰/۰۶/۰۷ ۱۵:۳۷:۴۲,786305,False,https://excel.codal.ir/service/Excel/GetAll/SW5vAb5xPyQQQQaQQQWQQQaQQQg4THwGsA%3d%3d/0,export,آهن اسفنجی صادراتی,تن,,,0.0,0.0,1400-05,1400
کاوه,فولاد کاوه جنوب کیش,steel,1400/05/31,گزارش فعالیت ماهانه دوره ۱ ماهه منتهی به ۱۴۰۰/۰۵/۳۱,۱۴۰۰/۰۶/۰۷ ۱۵:۳۷:۴۲,786305,False,https://excel.codal.ir/service/Excel/GetAll/SW5vAb5xPyQQQQaQQQWQQQaQQQg4THwGsA%3d%3d/0,export,آهن اسفنجی کارمزدی,تن,,,0.0,0.0,1400-05,1400
کاوه,فولاد کاوه جنوب کیش,steel,1400/05/31,گزارش فعالیت ماهانه دوره ۱ ماهه منتهی به ۱۴۰۰/۰۵/۳۱,۱۴۰۰/۰۶/۰۷ ۱۵:۳۷:۴۲,786305,False,https://excel.codal.ir/service/Excel/GetAll/SW5vAb5xPyQQQQaQQQWQQQaQQQg4THwGsA%3d%3d/0,domestic,شمش بیلت,تن,42805.0,,,0.0,1400-05,1400
کاوه,فولاد کاوه جنوب کیش,steel,1400/05/31,گزارش فعالیت ماهانه دوره ۱ ماهه منتهی به ۱۴۰۰/۰۵/۳۱,۱۴۰۰/۰۶/۰۷ ۱۵:۳۷:۴۲,786305,False,https://excel.codal.ir/service/Excel/GetAll/SW5vAb5xPyQQQQaQQQWQQQaQQQg4THwGsA%3d%3d/0,domestic,شمش بیلت داخلی,تن,,10627.0,133958502.0,1423577.0,1400-05,1400
کاوه,فولاد کاوه جنوب کیش,steel,1400/05/31,گزارش فعالیت ماهانه دوره ۱ ماهه منتهی به ۱۴۰۰/۰۵/۳۱,۱۴۰۰/۰۶/۰۷ ۱۵:۳۷:۴۲,786305,False,https://excel.codal.ir/service/Excel/GetAll/SW5vAb5xPyQQQQaQQQWQQQaQQQg4THwGsA%3d%3d/0,export,شمش بیلت صادراتی,تن,,46072.0,138276480.0,6370674.0,1400-05,1400
کاوه,فولاد کاوه جنوب کیش,steel,1400/06/31,گزارش فعالیت ماهانه دوره ۱ ماهه منتهی به ۱۴۰۰/۰۶/۳۱,۱۴۰۰/۰۷/۰۴ ۱۱:۳۳:۴۴,799278,False,https://excel.codal.ir/service/Excel/GetAll/5mQQQaQQQkoHkwIGhbktAmuXJz2w%3d%3d/0,domestic,آهن اسفنجی,تن,120596.0,,,0.0,1400-06,1400
کاوه,فولاد کاوه جنوب کیش,steel,1400/06/31,گزارش فعالیت ماهانه دوره ۱ ماهه منتهی به ۱۴۰۰/۰۶/۳۱,۱۴۰۰/۰۷/۰۴ ۱۱:۳۳:۴۴,799278,False,https://excel.codal.ir/service/Excel/GetAll/5mQQQaQQQkoHkwIGhbktAmuXJz2w%3d%3d/0,domestic,آهن اسفنجی داخلی,تن,,,,0.0,1400-06,1400
کاوه,فولاد کاوه جنوب کیش,steel,1400/06/31,گزارش فعالیت ماهانه دوره ۱ ماهه منتهی به ۱۴۰۰/۰۶/۳۱,۱۴۰۰/۰۷/۰۴ ۱۱:۳۳:۴۴,799278,False,https://excel.codal.ir/service/Excel/GetAll/5mQQQaQQQkoHkwIGhbktAmuXJz2w%3d%3d/0,export,آهن اسفنجی صادراتی,تن,,,0.0,0.0,1400-06,1400
کاوه,فولاد کاوه جنوب کیش,steel,1400/06/31,گزارش فعالیت ماهانه دوره ۱ ماهه منتهی به ۱۴۰۰/۰۶/۳۱,۱۴۰۰/۰۷/۰۴ ۱۱:۳۳:۴۴,799278,False,https://excel.codal.ir/service/Excel/GetAll/5mQQQaQQQkoHkwIGhbktAmuXJz2w%3d%3d/0,export,آهن اسفنجی کارمزدی,تن,,,0.0,0.0,1400-06,1400
کاوه,فولاد کاوه جنوب کیش,steel,1400/06/31,گزارش فعالیت ماهانه دوره ۱ ماهه منتهی به ۱۴۰۰/۰۶/۳۱,۱۴۰۰/۰۷/۰۴ ۱۱:۳۳:۴۴,799278,False,https://excel.codal.ir/service/Excel/GetAll/5mQQQaQQQkoHkwIGhbktAmuXJz2w%3d%3d/0,domestic,شمش بیلت,تن,105525.0,,,0.0,1400-06,1400
کاوه,فولاد کاوه جنوب کیش,steel,1400/06/31,گزارش فعالیت ماهانه دوره ۱ ماهه منتهی به ۱۴۰۰/۰۶/۳۱,۱۴۰۰/۰۷/۰۴ ۱۱:۳۳:۴۴,799278,False,https://excel.codal.ir/service/Excel/GetAll/5mQQQaQQQkoHkwIGhbktAmuXJz2w%3d%3d/0,domestic,شمش بیلت داخلی,تن,,39780.0,139141478.0,5535048.0,1400-06,1400
کاوه,فولاد کاوه جنوب کیش,steel,1400/06/31,گزارش فعالیت ماهانه دوره ۱ ماهه منتهی به ۱۴۰۰/۰۶/۳۱,۱۴۰۰/۰۷/۰۴ ۱۱:۳۳:۴۴,799278,False,https://excel.codal.ir/service/Excel/GetAll/5mQQQaQQQkoHkwIGhbktAmuXJz2w%3d%3d/0,export,شمش بیلت صادراتی,تن,,59323.0,142766296.0,8469325.0,1400-06,1400
کاوه,فولاد کاوه جنوب کیش,steel,1400/07/30,گزارش فعالیت ماهانه دوره ۱ ماهه منتهی به ۱۴۰۰/۰۷/۳۰(اصلاحیه),۱۴۰۰/۰۸/۲۲ ۱۳:۵۱:۴۲,812938,True,https://excel.codal.ir/service/Excel/GetAll/M6WNgqjLBmDZ50mU2sTi3A%3d%3d/0,domestic,آهن اسفنجی,تن,126136.0,,,0.0,1400-07,1400
کاوه,فولاد کاوه جنوب کیش,steel,1400/07/30,گزارش فعالیت ماهانه دوره ۱ ماهه منتهی به ۱۴۰۰/۰۷/۳۰(اصلاحیه),۱۴۰۰/۰۸/۲۲ ۱۳:۵۱:۴۲,812938,True,https://excel.codal.ir/service/Excel/GetAll/M6WNgqjLBmDZ50mU2sTi3A%3d%3d/0,domestic,آهن اسفنجی داخلی,تن,,,,0.0,1400-07,1400
کاوه,فولاد کاوه جنوب کیش,steel,1400/07/30,گزارش فعالیت ماهانه دوره ۱ ماهه منتهی به ۱۴۰۰/۰۷/۳۰(اصلاحیه),۱۴۰۰/۰۸/۲۲ ۱۳:۵۱:۴۲,812938,True,https://excel.codal.ir/service/Excel/GetAll/M6WNgqjLBmDZ50mU2sTi3A%3d%3d/0,export,آهن اسفنجی صادراتی,تن,,,0.0,0.0,1400-07,1400
کاوه,فولاد کاوه جنوب کیش,steel,1400/07/30,گزارش فعالیت ماهانه دوره ۱ ماهه منتهی به ۱۴۰۰/۰۷/۳۰(اصلاحیه),۱۴۰۰/۰۸/۲۲ ۱۳:۵۱:۴۲,812938,True,https://excel.codal.ir/service/Excel/GetAll/M6WNgqjLBmDZ50mU2sTi3A%3d%3d/0,export,آهن اسفنجی کارمزدی,تن,,,0.0,0.0,1400-07,1400
کاوه,فولاد کاوه جنوب کیش,steel,1400/07/30,گزارش فعالیت ماهانه دوره ۱ ماهه منتهی به ۱۴۰۰/۰۷/۳۰(اصلاحیه),۱۴۰۰/۰۸/۲۲ ۱۳:۵۱:۴۲,812938,True,https://excel.codal.ir/service/Excel/GetAll/M6WNgqjLBmDZ50mU2sTi3A%3d%3d/0,domestic,شمش بیلت,تن,148460.0,,,0.0,1400-07,1400
کاوه,فولاد کاوه جنوب کیش,steel,1400/07/30,گزارش فعالیت ماهانه دوره ۱ ماهه منتهی به ۱۴۰۰/۰۷/۳۰(اصلاحیه),۱۴۰۰/۰۸/۲۲ ۱۳:۵۱:۴۲,812938,True,https://excel.codal.ir/service/Excel/GetAll/M6WNgqjLBmDZ50mU2sTi3A%3d%3d/0,domestic,شمش بیلت داخلی,تن,,48156.0,131437308.0,6329495.0,1400-07,1400
کاوه,فولاد کاوه جنوب کیش,steel,1400/07/30,گزارش فعالیت ماهانه دوره ۱ ماهه منتهی به ۱۴۰۰/۰۷/۳۰(اصلاحیه),۱۴۰۰/۰۸/۲۲ ۱۳:۵۱:۴۲,812938,True,https://excel.codal.ir/service/Excel/GetAll/M6WNgqjLBmDZ50mU2sTi3A%3d%3d/0,export,شمش بیلت صادراتی,تن,,100137.0,148175390.0,14837839.0,1400-07,1400
کاوه,فولاد کاوه جنوب کیش,steel,1400/08/30,گزارش فعالیت ماهانه دوره ۱ ماهه منتهی به ۱۴۰۰/۰۸/۳۰,۱۴۰۰/۰۹/۰۶ ۱۳:۵۲:۳۴,821239,False,https://excel.codal.ir/service/Excel/GetAll/cknjW9rGltDSyPQQQaQQQeEzJS4A%3d%3d/0,domestic,آهن اسفنجی,تن,197838.0,,,0.0,1400-08,1400
کاوه,فولاد کاوه جنوب کیش,steel,1400/08/30,گزارش فعالیت ماهانه دوره ۱ ماهه منتهی به ۱۴۰۰/۰۸/۳۰,۱۴۰۰/۰۹/۰۶ ۱۳:۵۲:۳۴,821239,False,https://excel.codal.ir/service/Excel/GetAll/cknjW9rGltDSyPQQQaQQQeEzJS4A%3d%3d/0,domestic,آهن اسفنجی داخلی,تن,,,,0.0,1400-08,1400
کاوه,فولاد کاوه جنوب کیش,steel,1400/08/30,گزارش فعالیت ماهانه دوره ۱ ماهه منتهی به ۱۴۰۰/۰۸/۳۰,۱۴۰۰/۰۹/۰۶ ۱۳:۵۲:۳۴,821239,False,https://excel.codal.ir/service/Excel/GetAll/cknjW9rGltDSyPQQQaQQQeEzJS4A%3d%3d/0,export,آهن اسفنجی صادراتی,تن,,,0.0,0.0,1400-08,1400
