date,usd_irr,date_jalali
2014-10-12,32520.0,1393/07/20
2014-10-14,32440.0,1393/07/22
2014-10-15,32500.0,1393/07/23
2014-10-16,32460.0,1393/07/24
2014-10-18,32340.0,1393/07/26
2014-10-19,32190.0,1393/07/27
2014-10-20,32280.0,1393/07/28
2014-10-21,32220.0,1393/07/29
2014-10-22,32280.0,1393/07/30
2014-10-23,32270.0,1393/08/01
2014-10-25,32170.0,1393/08/03
2014-10-26,32360.0,1393/08/04
2014-10-27,32450.0,1393/08/05
2014-10-28,32390.0,1393/08/06
2014-10-29,32450.0,1393/08/07
2014-10-30,32520.0,1393/08/08
2014-11-01,32539.0,1393/08/10
2014-11-05,32500.0,1393/08/14
2014-11-06,32510.0,1393/08/15
2014-11-08,32480.0,1393/08/17
2014-11-09,32540.0,1393/08/18
2014-11-10,32580.0,1393/08/19
2014-11-11,32580.0,1393/08/20
2014-11-12,32560.0,1393/08/21
2014-11-13,32550.0,1393/08/22
2014-11-15,32470.0,1393/08/24
2014-11-16,32460.0,1393/08/25
2014-11-17,32560.0,1393/08/26
2014-11-18,32500.0,1393/08/27
2014-11-19,32530.0,1393/08/28
2014-11-20,32490.0,1393/08/29
2014-11-22,32400.0,1393/09/01
2014-11-23,32560.0,1393/09/02
2014-11-24,32620.0,1393/09/03
2014-11-25,32900.0,1393/09/04
2014-11-26,33190.0,1393/09/05
2014-11-27,33250.0,1393/09/06
2014-11-29,34610.0,1393/09/08
2014-11-30,33670.0,1393/09/09
2014-12-01,33580.0,1393/09/10
2014-12-02,33670.0,1393/09/11
2014-12-03,33700.0,1393/09/12
2014-12-04,33680.0,1393/09/13
2014-12-06,34160.0,1393/09/15
2014-12-07,34250.0,1393/09/16
2014-12-08,34010.0,1393/09/17
2014-12-09,34190.0,1393/09/18
2014-12-10,34220.0,1393/09/19
2014-12-11,34260.0,1393/09/20
2014-12-14,34100.0,1393/09/23
2014-12-15,34800.0,1393/09/24
2014-12-16,34930.0,1393/09/25
2014-12-17,35000.0,1393/09/26
2014-12-18,34940.0,1393/09/27
2014-12-20,35070.0,1393/09/29
2014-12-22,35560.0,1393/10/01
2014-12-24,35590.0,1393/10/03
2014-12-25,35390.0,1393/10/04
2014-12-27,35530.0,1393/10/06
2014-12-28,35490.0,1393/10/07
2014-12-29,35210.0,1393/10/08
2014-12-30,35010.0,1393/10/09
2015-01-01,34960.0,1393/10/11
2015-01-03,35210.0,1393/10/13
2015-01-04,35120.0,1393/10/14
2015-01-05,35240.0,1393/10/15
2015-01-06,35130.0,1393/10/16
2015-01-07,35000.0,1393/10/17
2015-01-08,34970.0,1393/10/18
2015-01-10,34860.0,1393/10/20
2015-01-11,34700.0,1393/10/21
2015-01-12,34500.0,1393/10/22
2015-01-13,34520.0,1393/10/23
2015-01-14,34500.0,1393/10/24
2015-01-15,34450.0,1393/10/25
2015-01-17,34670.0,1393/10/27
2015-01-18,35140.0,1393/10/28
2015-01-19,34740.0,1393/10/29
2015-01-20,34610.0,1393/10/30
2015-01-21,34515.0,1393/11/01
2015-01-24,34650.0,1393/11/04
2015-01-25,34690.0,1393/11/05
2015-01-26,34600.0,1393/11/06
2015-01-27,34560.0,1393/11/07
2015-01-28,34568.0,1393/11/08
2015-01-31,34550.0,1393/11/11
2015-02-01,34560.0,1393/11/12
2015-02-02,34560.0,1393/11/13
2015-02-03,34430.0,1393/11/14
2015-02-04,34274.0,1393/11/15
2015-02-07,34090.0,1393/11/18
2015-02-08,34310.0,1393/11/19
2015-02-09,34290.0,1393/11/20
2015-02-11,34306.0,1393/11/22
2015-02-14,34300.0,1393/11/25
2015-02-15,34220.0,1393/11/26
2015-02-16,34020.0,1393/11/27
2015-02-17,34140.0,1393/11/28
2015-02-18,34127.0,1393/11/29
2015-02-21,34220.0,1393/12/02
2015-02-22,34350.0,1393/12/03
2015-02-23,34340.0,1393/12/04
2015-02-24,34360.0,1393/12/05
2015-02-25,34350.0,1393/12/06
2015-02-26,34310.0,1393/12/07
2015-02-28,34260.0,1393/12/09
2015-03-01,34250.0,1393/12/10
2015-03-02,34170.0,1393/12/11
2015-03-03,34200.0,1393/12/12
2015-03-04,34032.0,1393/12/13
2015-03-07,34060.0,1393/12/16
2015-03-08,33960.0,1393/12/17
2015-03-09,33840.0,1393/12/18
2015-03-10,33360.0,1393/12/19
2015-03-11,33240.0,1393/12/20
2015-03-12,32990.0,1393/12/21
2015-03-14,32410.0,1393/12/23
2015-03-15,32810.0,1393/12/24
2015-03-16,33530.0,1393/12/25
2015-03-17,33490.0,1393/12/26
2015-03-18,33436.0,1393/12/27
2015-03-25,33225.0,1394/01/05
2015-03-28,33100.0,1394/01/08
2015-03-29,33240.0,1394/01/09
2015-03-30,33070.0,1394/01/10
2015-03-31,33300.0,1394/01/11
2015-04-04,32840.0,1394/01/15
2015-04-05,32860.0,1394/01/16
2015-04-06,33140.0,1394/01/17
2015-04-07,32930.0,1394/01/18
2015-04-08,33400.0,1394/01/19
2015-04-11,33390.0,1394/01/22
2015-04-12,33380.0,1394/01/23
2015-04-13,33450.0,1394/01/24
2015-04-14,33580.0,1394/01/25
2015-04-15,33480.0,1394/01/26
2015-04-16,33420.0,1394/01/27
2015-04-18,33390.0,1394/01/29
2015-04-19,33390.0,1394/01/30
2015-04-20,33390.0,1394/01/31
2015-04-21,33360.0,1394/02/01
2015-04-22,33330.0,1394/02/02
2015-04-23,33330.0,1394/02/03
2015-04-25,33300.0,1394/02/05
2015-04-26,33350.0,1394/02/06
2015-04-27,33380.0,1394/02/07
2015-04-28,33360.0,1394/02/08
2015-04-29,33390.0,1394/02/09
2015-04-30,33390.0,1394/02/10
2015-05-03,33250.0,1394/02/13
2015-05-04,33270.0,1394/02/14
2015-05-05,33300.0,1394/02/15
2015-05-06,33290.0,1394/02/16
2015-05-07,33300.0,1394/02/17
2015-05-09,33180.0,1394/02/19
2015-05-10,33160.0,1394/02/20
2015-05-11,33160.0,1394/02/21
2015-05-12,33190.0,1394/02/22
2015-05-13,33200.0,1394/02/23
2015-05-14,33190.0,1394/02/24
2015-05-17,33070.0,1394/02/27
2015-05-18,32980.0,1394/02/28
2015-05-19,32830.0,1394/02/29
2015-05-20,32887.0,1394/02/30
2015-05-23,32950.0,1394/03/02
2015-05-24,32930.0,1394/03/03
2015-05-25,33000.0,1394/03/04
2015-05-26,33000.0,1394/03/05
2015-05-27,33016.0,1394/03/06
2015-05-30,33190.0,1394/03/09
2015-05-31,33130.0,1394/03/10
2015-06-01,33127.0,1394/03/11
2015-06-06,33080.0,1394/03/16
2015-06-07,33100.0,1394/03/17
2015-06-08,33080.0,1394/03/18
2015-06-09,33080.0,1394/03/19
2015-06-10,33050.0,1394/03/20
2015-06-13,32920.0,1394/03/23
2015-06-14,32820.0,1394/03/24
2015-06-15,32850.0,1394/03/25
2015-06-16,32850.0,1394/03/26
2015-06-17,32776.0,1394/03/27
2015-06-20,32720.0,1394/03/30
2015-06-21,32620.0,1394/03/31
2015-06-22,32660.0,1394/04/01
2015-06-23,32750.0,1394/04/02
2015-06-24,32964.0,1394/04/03
2015-06-27,33000.0,1394/04/06
2015-06-28,33000.0,1394/04/07
2015-06-29,32990.0,1394/04/08
2015-06-30,33090.0,1394/04/09
2015-07-01,32975.0,1394/04/10
2015-07-04,32950.0,1394/04/13
2015-07-05,32720.0,1394/04/14
2015-07-06,32449.0,1394/04/15
2015-07-08,32380.0,1394/04/17
2015-07-11,32500.0,1394/04/20
2015-07-12,32140.0,1394/04/21
2015-07-13,32160.0,1394/04/22
2015-07-14,32180.0,1394/04/23
2015-07-15,32300.0,1394/04/24
2015-07-20,32350.0,1394/04/29
2015-07-21,32390.0,1394/04/30
2015-07-22,32485.0,1394/04/31
2015-07-25,32950.0,1394/05/03
2015-07-26,32900.0,1394/05/04
2015-07-27,32980.0,1394/05/05
2015-07-28,33030.0,1394/05/06
2015-07-29,33100.0,1394/05/07
2015-08-01,33150.0,1394/05/10
2015-08-02,33160.0,1394/05/11
2015-08-03,33240.0,1394/05/12
2015-08-04,33270.0,1394/05/13
2015-08-05,33376.0,1394/05/14
2015-08-08,33390.0,1394/05/17
2015-08-09,33375.0,1394/05/18
2015-08-12,33428.0,1394/05/21
2015-08-15,33410.0,1394/05/24
2015-08-16,33410.0,1394/05/25
2015-08-17,33550.0,1394/05/26
2015-08-18,33460.0,1394/05/27
2015-08-19,33482.0,1394/05/28
2015-08-22,33500.0,1394/05/31
2015-08-23,33550.0,1394/06/01
2015-08-24,33650.0,1394/06/02
2015-08-25,33630.0,1394/06/03
2015-08-26,33558.0,1394/06/04
2015-08-29,33670.0,1394/06/07
2015-08-30,33770.0,1394/06/08
2015-08-31,34000.0,1394/06/09
2015-09-01,33980.0,1394/06/10
2015-09-02,33836.0,1394/06/11
2015-09-05,33970.0,1394/06/14
2015-09-06,33890.0,1394/06/15
2015-09-07,33830.0,1394/06/16
2015-09-08,33850.0,1394/06/17
2015-09-09,33876.0,1394/06/18
2015-09-12,33980.0,1394/06/21
2015-09-13,34200.0,1394/06/22
2015-09-14,33950.0,1394/06/23
2015-09-15,33930.0,1394/06/24
2015-09-16,33850.0,1394/06/25
2015-09-19,33830.0,1394/06/28
2015-09-20,33720.0,1394/06/29
2015-09-21,33880.0,1394/06/30
2015-09-22,33846.0,1394/06/31
2015-09-26,33930.0,1394/07/04
2015-09-27,33920.0,1394/07/05
2015-09-28,34090.0,1394/07/06
2015-09-29,34090.0,1394/07/07
2015-09-30,34062.0,1394/07/08
2015-10-03,33950.0,1394/07/11
2015-10-04,33990.0,1394/07/12
2015-10-05,33990.0,1394/07/13
2015-10-06,33990.0,1394/07/14
2015-10-07,33980.0,1394/07/15
2015-10-10,33900.0,1394/07/18
2015-10-11,33890.0,1394/07/19
2015-10-12,33880.0,1394/07/20
2015-10-13,33890.0,1394/07/21
2015-10-14,33880.0,1394/07/22
2015-10-17,33870.0,1394/07/25
2015-10-18,33810.0,1394/07/26
2015-10-19,33810.0,1394/07/27
2015-10-20,33830.0,1394/07/28
2015-10-21,33850.0,1394/07/29
2015-10-25,33880.0,1394/08/03
2015-10-26,33890.0,1394/08/04
2015-10-27,33900.0,1394/08/05
2015-10-28,33890.0,1394/08/06
2015-10-31,33950.0,1394/08/09
2015-11-01,33940.0,1394/08/10
2015-11-02,33940.0,1394/08/11
2015-11-03,33930.0,1394/08/12
2015-11-04,33902.0,1394/08/13
2015-11-07,33950.0,1394/08/16
2015-11-08,33960.0,1394/08/17
2015-11-09,33950.0,1394/08/18
2015-11-10,33940.0,1394/08/19
2015-11-11,33930.0,1394/08/20
2015-11-12,35750.0,1394/08/21
2015-11-14,33940.0,1394/08/23
2015-11-15,33940.0,1394/08/24
2015-11-16,33940.0,1394/08/25
2015-11-17,33930.0,1394/08/26
2015-11-18,33930.0,1394/08/27
2015-11-21,33940.0,1394/08/30
2015-11-22,33940.0,1394/09/01
2015-11-23,33980.0,1394/09/02
2015-11-24,33990.0,1394/09/03
2015-11-25,33920.0,1394/09/04
2015-11-26,33930.0,1394/09/05
2015-11-28,33990.0,1394/09/07
2015-11-29,33990.0,1394/09/08
2015-11-30,33981.0,1394/09/09
2015-12-02,33970.0,1394/09/11
2015-12-05,33970.0,1394/09/14
2015-12-06,33960.0,1394/09/15
2015-12-07,33960.0,1394/09/16
2015-12-08,35602.0,1394/09/17
2015-12-13,33940.0,1394/09/22
2015-12-14,33940.0,1394/09/23
2015-12-15,33970.0,1394/09/24
2015-12-16,33864.0,1394/09/25
2015-12-19,33850.0,1394/09/28
2015-12-21,33860.0,1394/09/30
2015-12-22,33870.0,1394/10/01
2015-12-23,33854.0,1394/10/02
2015-12-26,33800.0,1394/10/05
2015-12-27,33820.0,1394/10/06
2015-12-30,33850.0,1394/10/09
2016-01-02,33840.0,1394/10/12
2016-01-03,33890.0,1394/10/13
2016-01-04,33940.0,1394/10/14
2016-01-05,33940.0,1394/10/15
2016-01-06,33981.0,1394/10/16
2016-01-09,33950.0,1394/10/19
2016-01-10,33890.0,1394/10/20
2016-01-11,33880.0,1394/10/21
2016-01-12,33870.0,1394/10/22
2016-01-13,33846.0,1394/10/23
2016-01-16,33840.0,1394/10/26
2016-01-17,33840.0,1394/10/27
2016-01-18,33830.0,1394/10/28
2016-01-19,33840.0,1394/10/29
2016-01-20,33843.0,1394/10/30
2016-01-23,33870.0,1394/11/03
2016-01-24,33850.0,1394/11/04
2016-01-25,33850.0,1394/11/05
2016-01-26,33840.0,1394/11/06
2016-01-27,33838.0,1394/11/07
2016-01-30,33840.0,1394/11/10
2016-01-31,33830.0,1394/11/11
2016-02-01,33830.0,1394/11/12
2016-02-02,33820.0,1394/11/13
2016-02-03,33817.0,1394/11/14
2016-02-06,33800.0,1394/11/17
2016-02-07,33800.0,1394/11/18
2016-02-08,33800.0,1394/11/19
2016-02-09,33800.0,1394/11/20
2016-02-13,33800.0,1394/11/24
2016-02-14,33840.0,1394/11/25
2016-02-15,34430.0,1394/11/26
2016-02-16,34620.0,1394/11/27
2016-02-17,34492.0,1394/11/28
2016-02-20,34500.0,1394/12/01
2016-02-21,34540.0,1394/12/02
2016-02-22,34650.0,1394/12/03
2016-02-23,34680.0,1394/12/04
2016-02-24,34802.0,1394/12/05
2016-02-27,34550.0,1394/12/08
2016-02-28,34550.0,1394/12/09
2016-02-29,34540.0,1394/12/10
2016-03-01,34540.0,1394/12/11
2016-03-02,34432.0,1394/12/12
2016-03-05,34340.0,1394/12/15
2016-03-06,34260.0,1394/12/16
2016-03-07,34080.0,1394/12/17
2016-03-08,34240.0,1394/12/18
2016-03-09,34308.0,1394/12/19
2016-03-11,34205.0,1394/12/21
2016-03-14,34290.0,1394/12/24
2016-03-15,34300.0,1394/12/25
2016-03-16,34263.0,1394/12/26
2016-03-23,34600.0,1395/01/04
2016-03-26,34660.0,1395/01/07
2016-03-27,35200.0,1395/01/08
2016-03-28,35130.0,1395/01/09
2016-03-29,34820.0,1395/01/10
2016-03-30,34850.0,1395/01/11
2016-04-02,34490.0,1395/01/14
2016-04-03,34500.0,1395/01/15
2016-04-04,34760.0,1395/01/16
2016-04-05,34700.0,1395/01/17
2016-04-06,34650.0,1395/01/18
2016-04-07,34650.0,1395/01/19
2016-04-09,34720.0,1395/01/21
2016-04-10,34700.0,1395/01/22
2016-04-11,34690.0,1395/01/23
2016-04-12,34660.0,1395/01/24
2016-04-13,34640.0,1395/01/25
2016-04-16,34550.0,1395/01/28
2016-04-17,34510.0,1395/01/29
2016-04-18,34640.0,1395/01/30
2016-04-19,34583.0,1395/01/31
2016-04-23,34690.0,1395/02/04
2016-04-24,34670.0,1395/02/05
2016-04-25,34600.0,1395/02/06
2016-04-26,34600.0,1395/02/07
2016-04-27,34558.0,1395/02/08
2016-04-30,34510.0,1395/02/11
2016-05-01,34500.0,1395/02/12
2016-05-02,34470.0,1395/02/13
2016-05-03,34438.0,1395/02/14
2016-05-07,34460.0,1395/02/18
2016-05-08,34450.0,1395/02/19
2016-05-09,34500.0,1395/02/20
2016-05-10,34490.0,1395/02/21
2016-05-11,34416.0,1395/02/22
2016-05-14,34420.0,1395/02/25
2016-05-15,34390.0,1395/02/26
2016-05-16,34370.0,1395/02/27
2016-05-17,34370.0,1395/02/28
2016-05-18,34386.0,1395/02/29
2016-05-20,34443.0,1395/02/31
2016-05-23,34550.0,1395/03/03
2016-05-24,34540.0,1395/03/04
2016-05-25,34690.0,1395/03/05
2016-05-28,34700.0,1395/03/08
2016-05-29,34630.0,1395/03/09
2016-05-30,34650.0,1395/03/10
2016-05-31,34650.0,1395/03/11
2016-06-01,34710.0,1395/03/12
2016-06-02,34710.0,1395/03/13
2016-06-05,34530.0,1395/03/16
2016-06-06,34550.0,1395/03/17
2016-06-07,34580.0,1395/03/18
2016-06-08,34610.0,1395/03/19
2016-06-11,34600.0,1395/03/22
2016-06-12,34530.0,1395/03/23
2016-06-13,34590.0,1395/03/24
2016-06-14,34600.0,1395/03/25
2016-06-15,34547.0,1395/03/26
2016-06-18,34540.0,1395/03/29
2016-06-19,34550.0,1395/03/30
2016-06-20,34600.0,1395/03/31
2016-06-21,34623.0,1395/04/01
2016-06-22,34618.0,1395/04/02
2016-06-25,34887.0,1395/04/05
2016-06-28,35190.0,1395/04/08
2016-06-29,35168.0,1395/04/09
2016-07-02,34790.0,1395/04/12
2016-07-03,34870.0,1395/04/13
2016-07-04,34844.0,1395/04/14
2016-07-09,34970.0,1395/04/19
2016-07-10,35010.0,1395/04/20
2016-07-11,35120.0,1395/04/21
2016-07-12,35010.0,1395/04/22
2016-07-13,35072.0,1395/04/23
2016-07-16,35120.0,1395/04/26
2016-07-17,35150.0,1395/04/27
2016-07-18,35190.0,1395/04/28
2016-07-19,35130.0,1395/04/29
2016-07-20,35034.0,1395/04/30
2016-07-23,35170.0,1395/05/02
2016-07-24,35110.0,1395/05/03
2016-07-25,35180.0,1395/05/04
2016-07-26,35180.0,1395/05/05
2016-07-27,35415.0,1395/05/06
2016-07-31,35280.0,1395/05/10
2016-08-01,35400.0,1395/05/11
2016-08-02,35310.0,1395/05/12
2016-08-03,35268.0,1395/05/13
2016-08-06,35330.0,1395/05/16
2016-08-07,35400.0,1395/05/17
2016-08-08,35450.0,1395/05/18
2016-08-09,35350.0,1395/05/19
2016-08-10,35380.0,1395/05/20
2016-08-11,35280.0,1395/05/21
2016-08-13,35310.0,1395/05/23
2016-08-14,35430.0,1395/05/24
2016-08-15,35430.0,1395/05/25
2016-08-16,35420.0,1395/05/26
2016-08-17,35338.0,1395/05/27
2016-08-20,35270.0,1395/05/30
2016-08-21,35470.0,1395/05/31
2016-08-22,35420.0,1395/06/01
2016-08-23,35430.0,1395/06/02
2016-08-24,35380.0,1395/06/03
2016-08-27,35500.0,1395/06/06
2016-08-28,35550.0,1395/06/07
2016-08-29,35550.0,1395/06/08
2016-08-30,35550.0,1395/06/09
2016-08-31,35585.0,1395/06/10
2016-09-03,35650.0,1395/06/13
2016-09-04,35520.0,1395/06/14
2016-09-05,35550.0,1395/06/15
2016-09-06,35540.0,1395/06/16
2016-09-07,35528.0,1395/06/17
2016-09-10,35560.0,1395/06/20
2016-09-13,35630.0,1395/06/23
2016-09-14,35691.0,1395/06/24
2016-09-17,35600.0,1395/06/27
2016-09-18,35586.0,1395/06/28
2016-09-21,35625.0,1395/06/31
2016-09-24,35680.0,1395/07/03
2016-09-25,35700.0,1395/07/04
2016-09-26,35730.0,1395/07/05
2016-09-27,35610.0,1395/07/06
2016-09-28,35820.0,1395/07/07
2016-10-01,35770.0,1395/07/10
2016-10-02,35810.0,1395/07/11
2016-10-03,35860.0,1395/07/12
2016-10-04,35870.0,1395/07/13
2016-10-05,35769.0,1395/07/14
2016-10-08,35810.0,1395/07/17
2016-10-09,35850.0,1395/07/18
2016-10-12,35879.0,1395/07/21
2016-10-15,35880.0,1395/07/24
2016-10-16,35850.0,1395/07/25
2016-10-17,35830.0,1395/07/26
2016-10-18,35850.0,1395/07/27
2016-10-19,35871.0,1395/07/28
2016-10-22,35910.0,1395/08/01
2016-10-23,35950.0,1395/08/02
2016-10-24,35680.0,1395/08/03
2016-10-25,36050.0,1395/08/04
2016-10-26,36103.0,1395/08/05
2016-10-29,36110.0,1395/08/08
2016-10-30,36190.0,1395/08/09
2016-10-31,36270.0,1395/08/10
2016-11-01,36230.0,1395/08/11
2016-11-02,36210.0,1395/08/12
2016-11-05,36290.0,1395/08/15
2016-11-06,36250.0,1395/08/16
2016-11-07,36400.0,1395/08/17
2016-11-08,36480.0,1395/08/18
2016-11-09,36494.0,1395/08/19
2016-11-12,36550.0,1395/08/22
2016-11-13,36680.0,1395/08/23
2016-11-14,36680.0,1395/08/24
2016-11-15,36740.0,1395/08/25
2016-11-16,36849.0,1395/08/26
2016-11-18,36809.0,1395/08/28
2016-11-21,36770.0,1395/09/01
2016-11-22,37030.0,1395/09/02
2016-11-23,37372.0,1395/09/03
2016-11-26,38491.0,1395/09/06
2016-11-28,38680.0,1395/09/08
2016-11-30,38274.0,1395/09/10
2016-12-03,38950.0,1395/09/13
2016-12-04,38960.0,1395/09/14
2016-12-05,38880.0,1395/09/15
2016-12-06,38760.0,1395/09/16
2016-12-07,38990.0,1395/09/17
2016-12-10,38910.0,1395/09/20
2016-12-11,38680.0,1395/09/21
2016-12-12,38970.0,1395/09/22
2016-12-13,39140.0,1395/09/23
2016-12-14,39280.0,1395/09/24
2016-12-18,39170.0,1395/09/28
2016-12-19,39180.0,1395/09/29
2016-12-20,39780.0,1395/09/30
2016-12-21,39872.0,1395/10/01
2016-12-24,40660.0,1395/10/04
2016-12-25,40720.0,1395/10/05
2016-12-26,41210.0,1395/10/06
2016-12-27,40750.0,1395/10/07
2016-12-28,40183.0,1395/10/08
2016-12-31,38350.0,1395/10/11
2017-01-01,38790.0,1395/10/12
2017-01-02,39140.0,1395/10/13
2017-01-03,39000.0,1395/10/14
2017-01-04,39034.0,1395/10/15
2017-01-07,39450.0,1395/10/18
2017-01-08,39784.0,1395/10/19
2017-01-10,39790.0,1395/10/21
2017-01-11,39689.0,1395/10/22
2017-01-14,39440.0,1395/10/25
2017-01-15,39140.0,1395/10/26
2017-01-16,38340.0,1395/10/27
2017-01-17,38200.0,1395/10/28
2017-01-18,38199.0,1395/10/29
2017-01-21,38330.0,1395/11/02
2017-01-22,38500.0,1395/11/03
2017-01-23,38540.0,1395/11/04
2017-01-24,38600.0,1395/11/05
2017-01-25,38584.0,1395/11/06
2017-01-28,38510.0,1395/11/09
2017-01-29,38230.0,1395/11/10
2017-01-30,38210.0,1395/11/11
2017-01-31,38260.0,1395/11/12
2017-02-01,38424.0,1395/11/13
2017-02-04,38520.0,1395/11/16
2017-02-05,38470.0,1395/11/17
2017-02-06,38360.0,1395/11/18
2017-02-07,38260.0,1395/11/19
2017-02-08,38269.0,1395/11/20
2017-02-11,38230.0,1395/11/23
2017-02-12,38140.0,1395/11/24
2017-02-13,38080.0,1395/11/25
2017-02-14,38150.0,1395/11/26
2017-02-15,38047.0,1395/11/27
2017-02-18,37930.0,1395/11/30
2017-02-19,37900.0,1395/12/01
2017-02-20,37870.0,1395/12/02
2017-02-21,37800.0,1395/12/03
2017-02-22,37790.0,1395/12/04
2017-02-25,37810.0,1395/12/07
2017-02-26,37790.0,1395/12/08
2017-02-27,37790.0,1395/12/09
2017-02-28,37840.0,1395/12/10
2017-03-01,37830.0,1395/12/11
2017-03-04,37740.0,1395/12/14
2017-03-05,37610.0,1395/12/15
2017-03-06,37460.0,1395/12/16
2017-03-07,37240.0,1395/12/17
2017-03-08,37513.0,1395/12/18
2017-03-11,37490.0,1395/12/21
2017-03-12,37500.0,1395/12/22
2017-03-13,37630.0,1395/12/23
2017-03-14,37950.0,1395/12/24
2017-03-15,37525.0,1395/12/25
2017-03-17,37480.0,1395/12/27
2017-03-25,37540.0,1396/01/05
2017-03-26,37640.0,1396/01/06
2017-03-27,37660.0,1396/01/07
2017-03-28,37520.0,1396/01/08
2017-03-29,37450.0,1396/01/09
2017-04-03,37530.0,1396/01/14
2017-04-04,37650.0,1396/01/15
2017-04-05,37610.0,1396/01/16
2017-04-08,37630.0,1396/01/19
2017-04-09,37630.0,1396/01/20
2017-04-12,37596.0,1396/01/23
2017-04-15,37550.0,1396/01/26
2017-04-16,37550.0,1396/01/27
2017-04-17,37500.0,1396/01/28
2017-04-18,37490.0,1396/01/29
2017-04-19,37485.0,1396/01/30
2017-04-22,37530.0,1396/02/02
2017-04-23,37569.0,1396/02/03
2017-04-26,37650.0,1396/02/06
2017-04-29,37730.0,1396/02/09
2017-04-30,37670.0,1396/02/10
2017-05-01,37620.0,1396/02/11
2017-05-02,37650.0,1396/02/12
2017-05-03,37690.0,1396/02/13
2017-05-06,37590.0,1396/02/16
2017-05-07,37570.0,1396/02/17
2017-05-08,37540.0,1396/02/18
2017-05-09,37570.0,1396/02/19
2017-05-10,37590.0,1396/02/20
2017-05-13,37560.0,1396/02/23
2017-05-14,37540.0,1396/02/24
2017-05-15,37550.0,1396/02/25
2017-05-16,37710.0,1396/02/26
2017-05-17,37526.0,1396/02/27
2017-05-20,37400.0,1396/02/30
2017-05-21,37350.0,1396/02/31
2017-05-22,37530.0,1396/03/01
2017-05-23,37480.0,1396/03/02
2017-05-24,37430.0,1396/03/03
2017-05-27,37370.0,1396/03/06
2017-05-28,37380.0,1396/03/07
2017-05-29,37360.0,1396/03/08
2017-05-30,37340.0,1396/03/09
2017-05-31,37333.0,1396/03/10
2017-06-03,37330.0,1396/03/13
2017-06-06,37380.0,1396/03/16
2017-06-07,37368.0,1396/03/17
2017-06-10,37350.0,1396/03/20
2017-06-11,37300.0,1396/03/21
2017-06-12,37270.0,1396/03/22
2017-06-13,37300.0,1396/03/23
2017-06-14,37314.0,1396/03/24
2017-06-17,37500.0,1396/03/27
2017-06-18,37500.0,1396/03/28
2017-06-19,37450.0,1396/03/29
2017-06-20,37420.0,1396/03/30
2017-06-21,37568.0,1396/03/31
2017-06-24,37540.0,1396/04/03
2017-06-28,37745.0,1396/04/07
2017-07-01,37840.0,1396/04/10
2017-07-02,37790.0,1396/04/11
2017-07-03,37800.0,1396/04/12
2017-07-04,37880.0,1396/04/13
2017-07-05,37888.0,1396/04/14
2017-07-08,37860.0,1396/04/17
2017-07-09,37880.0,1396/04/18
2017-07-10,37930.0,1396/04/19
2017-07-11,37900.0,1396/04/20
2017-07-12,37846.0,1396/04/21
2017-07-15,37800.0,1396/04/24
2017-07-16,37790.0,1396/04/25
2017-07-17,37780.0,1396/04/26
2017-07-18,37770.0,1396/04/27
2017-07-19,37820.0,1396/04/28
2017-07-22,37750.0,1396/04/31
2017-07-23,37720.0,1396/05/01
2017-07-24,37790.0,1396/05/02
2017-07-25,38000.0,1396/05/03
2017-07-26,38039.0,1396/05/04
2017-07-29,38120.0,1396/05/07
2017-07-30,38130.0,1396/05/08
2017-07-31,38190.0,1396/05/09
2017-08-01,38210.0,1396/05/10
2017-08-02,38216.0,1396/05/11
2017-08-05,38210.0,1396/05/14
2017-08-06,38150.0,1396/05/15
2017-08-07,38110.0,1396/05/16
2017-08-08,38110.0,1396/05/17
2017-08-09,38134.0,1396/05/18
2017-08-12,38120.0,1396/05/21
2017-08-13,38130.0,1396/05/22
2017-08-14,38170.0,1396/05/23
2017-08-15,38200.0,1396/05/24
2017-08-16,38230.0,1396/05/25
2017-08-19,38280.0,1396/05/28
2017-08-20,38300.0,1396/05/29
2017-08-21,38300.0,1396/05/30
2017-08-22,38330.0,1396/05/31
2017-08-23,38485.0,1396/06/01
2017-08-26,38590.0,1396/06/04
2017-08-27,38580.0,1396/06/05
2017-08-28,38630.0,1396/06/06
2017-08-29,38720.0,1396/06/07
2017-08-30,38803.0,1396/06/08
2017-09-02,38900.0,1396/06/11
2017-09-03,38790.0,1396/06/12
2017-09-04,38820.0,1396/06/13
2017-09-05,38940.0,1396/06/14
2017-09-06,39009.0,1396/06/15
2017-09-10,39000.0,1396/06/19
2017-09-11,39140.0,1396/06/20
2017-09-12,39200.0,1396/06/21
2017-09-13,39060.0,1396/06/22
2017-09-16,38980.0,1396/06/25
2017-09-17,38970.0,1396/06/26
2017-09-18,38920.0,1396/06/27
2017-09-19,38930.0,1396/06/28
2017-09-20,38927.0,1396/06/29
2017-09-23,38920.0,1396/07/01
2017-09-24,39000.0,1396/07/02
2017-09-25,39060.0,1396/07/03
2017-09-26,39070.0,1396/07/04
2017-09-27,39147.0,1396/07/05
2017-10-02,39300.0,1396/07/10
2017-10-03,39370.0,1396/07/11
2017-10-04,39580.0,1396/07/12
2017-10-07,39780.0,1396/07/15
2017-10-08,40410.0,1396/07/16
2017-10-09,40240.0,1396/07/17
2017-10-10,40160.0,1396/07/18
2017-10-11,39973.0,1396/07/19
2017-10-14,40070.0,1396/07/22
