date,usd_irr,date_jalali
2017-10-15,40080.0,1396/07/23
2017-10-16,40190.0,1396/07/24
2017-10-17,40210.0,1396/07/25
2017-10-18,40158.0,1396/07/26
2017-10-21,40110.0,1396/07/29
2017-10-22,40180.0,1396/07/30
2017-10-23,40300.0,1396/08/01
2017-10-24,40280.0,1396/08/02
2017-10-25,40538.0,1396/08/03
2017-10-28,40690.0,1396/08/06
2017-10-29,40550.0,1396/08/07
2017-10-30,40520.0,1396/08/08
2017-10-31,40580.0,1396/08/09
2017-11-01,40540.0,1396/08/10
2017-11-04,40660.0,1396/08/13
2017-11-05,40720.0,1396/08/14
2017-11-06,40700.0,1396/08/15
2017-11-07,40746.0,1396/08/16
2017-11-11,40990.0,1396/08/20
2017-11-12,41360.0,1396/08/21
2017-11-13,41220.0,1396/08/22
2017-11-14,41010.0,1396/08/23
2017-11-15,40900.0,1396/08/24
2017-11-17,40948.0,1396/08/26
2017-11-20,40930.0,1396/08/29
2017-11-21,41210.0,1396/08/30
2017-11-22,41255.0,1396/09/01
2017-11-25,41180.0,1396/09/04
2017-11-26,41180.0,1396/09/05
2017-11-28,41360.0,1396/09/07
2017-11-29,41544.0,1396/09/08
2017-12-02,41640.0,1396/09/11
2017-12-03,41860.0,1396/09/12
2017-12-04,41979.0,1396/09/13
2017-12-06,42022.0,1396/09/15
2017-12-09,42070.0,1396/09/18
2017-12-10,42110.0,1396/09/19
2017-12-11,42200.0,1396/09/20
2017-12-12,42190.0,1396/09/21
2017-12-13,42103.0,1396/09/22
2017-12-16,41830.0,1396/09/25
2017-12-17,41810.0,1396/09/26
2017-12-18,41970.0,1396/09/27
2017-12-19,41860.0,1396/09/28
2017-12-20,41929.0,1396/09/29
2017-12-23,41940.0,1396/10/02
2017-12-24,41790.0,1396/10/03
2017-12-25,41890.0,1396/10/04
2017-12-26,41890.0,1396/10/05
2017-12-27,42299.0,1396/10/06
2017-12-30,42880.0,1396/10/09
2017-12-31,42880.0,1396/10/10
2018-01-01,43390.0,1396/10/11
2018-01-02,43740.0,1396/10/12
2018-01-03,43283.0,1396/10/13
2018-01-06,43530.0,1396/10/16
2018-01-07,43950.0,1396/10/17
2018-01-08,43660.0,1396/10/18
2018-01-09,44010.0,1396/10/19
2018-01-10,44116.0,1396/10/20
2018-01-13,44260.0,1396/10/23
2018-01-14,44210.0,1396/10/24
2018-01-15,44290.0,1396/10/25
2018-01-16,44480.0,1396/10/26
2018-01-17,44617.0,1396/10/27
2018-01-20,45970.0,1396/10/30
2018-01-21,45790.0,1396/11/01
2018-01-22,45800.0,1396/11/02
2018-01-23,45660.0,1396/11/03
2018-01-24,45330.0,1396/11/04
2018-01-25,45330.0,1396/11/05
2018-01-27,45680.0,1396/11/07
2018-01-28,45500.0,1396/11/08
2018-01-29,45670.0,1396/11/09
2018-01-30,46450.0,1396/11/10
2018-01-31,46768.0,1396/11/11
2018-02-03,47440.0,1396/11/14
2018-02-04,46760.0,1396/11/15
2018-02-05,46900.0,1396/11/16
2018-02-06,45450.0,1396/11/17
2018-02-07,46900.0,1396/11/18
2018-02-10,47270.0,1396/11/21
2018-02-12,48770.0,1396/11/23
2018-02-13,48170.0,1396/11/24
2018-02-14,47180.0,1396/11/25
2018-02-17,46090.0,1396/11/28
2018-02-18,45750.0,1396/11/29
2018-02-19,45750.0,1396/11/30
2018-02-21,44911.0,1396/12/02
2018-02-24,44760.0,1396/12/05
2018-02-25,44780.0,1396/12/06
2018-02-26,44720.0,1396/12/07
2018-02-27,44710.0,1396/12/08
2018-02-28,44700.0,1396/12/09
2018-03-01,44690.0,1396/12/10
2018-03-03,47700.0,1396/12/12
2018-03-04,47690.0,1396/12/13
2018-03-05,47750.0,1396/12/14
2018-03-06,47880.0,1396/12/15
2018-03-07,47860.0,1396/12/16
2018-03-08,47890.0,1396/12/17
2018-03-10,48030.0,1396/12/19
2018-03-11,48260.0,1396/12/20
2018-03-12,48160.0,1396/12/21
2018-03-13,48510.0,1396/12/22
2018-03-14,48490.0,1396/12/23
2018-03-15,48650.0,1396/12/24
2018-03-17,48190.0,1396/12/26
2018-03-18,48570.0,1396/12/27
2018-03-19,48990.0,1396/12/28
2018-03-25,51030.0,1397/01/05
2018-03-26,50490.0,1397/01/06
2018-03-27,50460.0,1397/01/07
2018-03-28,50450.0,1397/01/08
2018-03-29,51020.0,1397/01/09
2018-04-03,50560.0,1397/01/14
2018-04-04,50940.0,1397/01/15
2018-04-05,50940.0,1397/01/16
2018-04-07,56600.0,1397/01/18
2018-04-08,58650.0,1397/01/19
2018-04-09,58200.0,1397/01/20
2018-04-10,55030.0,1397/01/21
2018-04-11,46600.0,1397/01/22
2018-04-14,49200.0,1397/01/25
2018-04-15,52700.0,1397/01/26
2018-04-17,44100.0,1397/01/28
2018-04-18,48780.0,1397/01/29
2018-04-19,51929.0,1397/01/30
2018-04-21,55870.0,1397/02/01
2018-04-22,55290.0,1397/02/02
2018-04-23,54500.0,1397/02/03
2018-04-24,54230.0,1397/02/04
2018-04-25,56234.0,1397/02/05
2018-04-28,58540.0,1397/02/08
2018-04-29,57030.0,1397/02/09
2018-04-30,59650.0,1397/02/10
2018-05-01,59640.0,1397/02/11
2018-05-03,61160.0,1397/02/13
2018-05-05,63500.0,1397/02/15
2018-05-06,59230.0,1397/02/16
2018-05-07,63900.0,1397/02/17
2018-05-08,65710.0,1397/02/18
2018-05-09,66530.0,1397/02/19
2018-05-10,66900.0,1397/02/20
2018-05-12,64550.0,1397/02/22
2018-05-13,63300.0,1397/02/23
2018-05-14,64140.0,1397/02/24
2018-05-15,61520.0,1397/02/25
2018-05-16,62740.0,1397/02/26
2018-05-17,62640.0,1397/02/27
2018-05-19,62010.0,1397/02/29
2018-05-20,63330.0,1397/02/30
2018-05-21,63870.0,1397/02/31
2018-05-22,63640.0,1397/03/01
2018-05-23,63440.0,1397/03/02
2018-05-24,63670.0,1397/03/03
2018-05-26,63630.0,1397/03/05
2018-05-27,63530.0,1397/03/06
2018-05-28,62920.0,1397/03/07
2018-05-29,64380.0,1397/03/08
2018-05-30,64640.0,1397/03/09
2018-05-31,65020.0,1397/03/10
2018-06-02,64390.0,1397/03/12
2018-06-03,64250.0,1397/03/13
2018-06-07,64390.0,1397/03/17
2018-06-09,65760.0,1397/03/19
2018-06-10,67810.0,1397/03/20
2018-06-11,70350.0,1397/03/21
2018-06-12,70080.0,1397/03/22
2018-06-13,67690.0,1397/03/23
2018-06-14,68670.0,1397/03/24
2018-06-17,70540.0,1397/03/27
2018-06-18,72270.0,1397/03/28
2018-06-19,74000.0,1397/03/29
2018-06-20,74911.0,1397/03/30
2018-06-23,87050.0,1397/04/02
2018-06-24,81550.0,1397/04/03
2018-06-25,78910.0,1397/04/04
2018-06-26,79740.0,1397/04/05
2018-06-27,82280.0,1397/04/06
2018-06-28,82280.0,1397/04/07
2018-06-30,83580.0,1397/04/09
2018-07-01,83310.0,1397/04/10
2018-07-02,81600.0,1397/04/11
2018-07-03,80140.0,1397/04/12
2018-07-04,78470.0,1397/04/13
2018-07-05,80370.0,1397/04/14
2018-07-07,79860.0,1397/04/16
2018-07-08,79460.0,1397/04/17
2018-07-09,77882.0,1397/04/18
2018-07-11,77900.0,1397/04/20
2018-07-12,78220.0,1397/04/21
2018-07-14,80740.0,1397/04/23
2018-07-15,79190.0,1397/04/24
2018-07-16,81950.0,1397/04/25
2018-07-17,81340.0,1397/04/26
2018-07-18,81960.0,1397/04/27
2018-07-19,81490.0,1397/04/28
2018-07-21,88970.0,1397/04/30
2018-07-22,93700.0,1397/04/31
2018-07-23,94060.0,1397/05/01
2018-07-24,91550.0,1397/05/02
2018-07-25,93160.0,1397/05/03
2018-07-26,94560.0,1397/05/04
2018-07-28,110368.0,1397/05/06
2018-07-29,114700.0,1397/05/07
2018-07-30,105410.0,1397/05/08
2018-07-31,105980.0,1397/05/09
2018-08-01,112960.0,1397/05/10
2018-08-02,105770.0,1397/05/11
2018-08-04,98170.0,1397/05/13
2018-08-05,95960.0,1397/05/14
2018-08-06,89760.0,1397/05/15
2018-08-07,102540.0,1397/05/16
2018-08-08,103360.0,1397/05/17
2018-08-09,109430.0,1397/05/18
2018-08-11,100850.0,1397/05/20
2018-08-12,106260.0,1397/05/21
2018-08-13,105550.0,1397/05/22
2018-08-14,105030.0,1397/05/23
2018-08-15,107090.0,1397/05/24
2018-08-16,107120.0,1397/05/25
2018-08-18,103050.0,1397/05/27
2018-08-19,104140.0,1397/05/28
2018-08-20,105840.0,1397/05/29
2018-08-21,105460.0,1397/05/30
2018-08-23,102790.0,1397/06/01
2018-08-25,105430.0,1397/06/03
2018-08-26,107150.0,1397/06/04
2018-08-27,110610.0,1397/06/05
2018-08-28,110110.0,1397/06/06
2018-08-29,110350.0,1397/06/07
2018-09-01,124573.0,1397/06/10
2018-09-03,127950.0,1397/06/12
2018-09-04,136890.0,1397/06/13
2018-09-05,134771.0,1397/06/14
2018-09-08,129630.0,1397/06/17
2018-09-09,138160.0,1397/06/18
2018-09-10,135330.0,1397/06/19
2018-09-11,137160.0,1397/06/20
2018-09-12,137600.0,1397/06/21
2018-09-13,137650.0,1397/06/22
2018-09-15,142700.0,1397/06/24
2018-09-16,143650.0,1397/06/25
2018-09-17,145880.0,1397/06/26
2018-09-18,145880.0,1397/06/27
2018-09-22,149340.0,1397/06/31
2018-09-23,160000.0,1397/07/01
2018-09-24,169990.0,1397/07/02
2018-09-25,186680.0,1397/07/03
2018-09-26,175390.0,1397/07/04
2018-09-27,175390.0,1397/07/05
2018-09-29,170220.0,1397/07/07
2018-09-30,151770.0,1397/07/08
2018-10-01,145288.0,1397/07/09
2018-10-02,132200.0,1397/07/10
2018-10-03,126800.0,1397/07/11
2018-10-05,128800.0,1397/07/13
2018-10-06,131100.0,1397/07/14
2018-10-07,141400.0,1397/07/15
2018-10-08,121400.0,1397/07/16
2018-10-09,123700.0,1397/07/17
2018-10-10,121900.0,1397/07/18
2018-10-12,142700.0,1397/07/20
2018-10-13,131000.0,1397/07/21
2018-10-14,125100.0,1397/07/22
2018-10-15,135500.0,1397/07/23
2018-10-16,121800.0,1397/07/24
2018-10-17,134000.0,1397/07/25
2018-10-19,134300.0,1397/07/27
2018-10-21,144150.0,1397/07/29
2018-10-22,141940.0,1397/07/30
2018-10-23,140390.0,1397/08/01
2018-10-24,118800.0,1397/08/02
2018-10-26,118400.0,1397/08/04
2018-10-27,120600.0,1397/08/05
2018-10-28,118400.0,1397/08/06
2018-10-30,120500.0,1397/08/08
2018-10-31,119600.0,1397/08/09
2018-11-02,119200.0,1397/08/11
2018-11-03,120300.0,1397/08/12
2018-11-04,120500.0,1397/08/13
2018-11-05,120300.0,1397/08/14
2018-11-09,118600.0,1397/08/18
2018-11-10,120600.0,1397/08/19
2018-11-11,119900.0,1397/08/20
2018-11-12,119200.0,1397/08/21
2018-11-14,118400.0,1397/08/23
2018-11-15,118400.0,1397/08/24
2018-11-17,120870.0,1397/08/26
2018-11-18,127220.0,1397/08/27
2018-11-19,128400.0,1397/08/28
2018-11-20,127910.0,1397/08/29
2018-11-21,127710.0,1397/08/30
2018-11-22,127710.0,1397/09/01
2018-11-24,127250.0,1397/09/03
2018-11-26,123030.0,1397/09/05
2018-11-27,121150.0,1397/09/06
2018-11-28,112450.0,1397/09/07
2018-11-29,112450.0,1397/09/08
2018-12-01,121100.0,1397/09/10
2018-12-02,114300.0,1397/09/11
2018-12-03,113670.0,1397/09/12
2018-12-04,113520.0,1397/09/13
2018-12-05,113418.0,1397/09/14
2018-12-08,112410.0,1397/09/17
2018-12-09,107900.0,1397/09/18
2018-12-10,108190.0,1397/09/19
2018-12-11,97100.0,1397/09/20
2018-12-12,101300.0,1397/09/21
2018-12-13,101300.0,1397/09/22
2018-12-15,99500.0,1397/09/24
2018-12-16,99400.0,1397/09/25
2018-12-17,99400.0,1397/09/26
2018-12-18,99900.0,1397/09/27
2018-12-19,99700.0,1397/09/28
2018-12-20,99700.0,1397/09/29
2018-12-21,100970.0,1397/09/30
2018-12-23,101000.0,1397/10/02
2018-12-24,105000.0,1397/10/03
2018-12-25,112000.0,1397/10/04
2018-12-26,107500.0,1397/10/05
2018-12-27,107500.0,1397/10/06
2018-12-29,107000.0,1397/10/08
2018-12-30,108000.0,1397/10/09
2018-12-31,105000.0,1397/10/10
2019-01-01,104500.0,1397/10/11
2019-01-02,106000.0,1397/10/12
2019-01-03,106000.0,1397/10/13
2019-01-05,105500.0,1397/10/15
2019-01-06,107000.0,1397/10/16
2019-01-07,109000.0,1397/10/17
2019-01-08,108800.0,1397/10/18
2019-01-09,108900.0,1397/10/19
2019-01-10,108900.0,1397/10/20
2019-01-12,114000.0,1397/10/22
2019-01-13,109900.0,1397/10/23
2019-01-14,112500.0,1397/10/24
2019-01-15,114500.0,1397/10/25
2019-01-16,115900.0,1397/10/26
2019-01-17,115900.0,1397/10/27
2019-01-19,114500.0,1397/10/29
2019-01-20,116300.0,1397/10/30
2019-01-21,116500.0,1397/11/01
2019-01-22,115400.0,1397/11/02
2019-01-23,115000.0,1397/11/03
2019-01-24,115000.0,1397/11/04
2019-01-26,117900.0,1397/11/06
2019-01-27,118000.0,1397/11/07
2019-01-28,118300.0,1397/11/08
2019-01-29,119450.0,1397/11/09
2019-01-30,118500.0,1397/11/10
2019-01-31,118500.0,1397/11/11
2019-02-02,110000.0,1397/11/13
2019-02-03,116500.0,1397/11/14
2019-02-04,117500.0,1397/11/15
2019-02-05,118500.0,1397/11/16
2019-02-06,116450.0,1397/11/17
2019-02-07,116450.0,1397/11/18
2019-02-10,117100.0,1397/11/21
2019-02-12,119300.0,1397/11/23
2019-02-13,118500.0,1397/11/24
2019-02-14,118500.0,1397/11/25
2019-02-16,123500.0,1397/11/27
2019-02-17,129000.0,1397/11/28
2019-02-18,128000.0,1397/11/29
2019-02-19,129700.0,1397/11/30
2019-02-20,126380.0,1397/12/01
2019-02-23,136500.0,1397/12/04
2019-02-24,134500.0,1397/12/05
2019-02-25,133000.0,1397/12/06
2019-02-26,132500.0,1397/12/07
2019-02-27,132000.0,1397/12/08
2019-02-28,132000.0,1397/12/09
2019-03-02,129860.0,1397/12/11
2019-03-03,127070.0,1397/12/12
2019-03-04,125980.0,1397/12/13
2019-03-05,131540.0,1397/12/14
2019-03-06,130370.0,1397/12/15
2019-03-07,130370.0,1397/12/16
2019-03-09,130420.0,1397/12/18
2019-03-10,129050.0,1397/12/19
2019-03-11,128470.0,1397/12/20
2019-03-12,128550.0,1397/12/21
2019-03-13,131020.0,1397/12/22
2019-03-14,131020.0,1397/12/23
2019-03-16,128830.0,1397/12/25
2019-03-17,128890.0,1397/12/26
2019-03-18,128940.0,1397/12/27
2019-03-19,128940.0,1397/12/28
2019-03-25,129510.0,1398/01/05
2019-03-26,129420.0,1398/01/06
2019-03-27,131890.0,1398/01/07
2019-03-28,131890.0,1398/01/08
2019-03-30,132000.0,1398/01/10
2019-04-03,131900.0,1398/01/14
2019-04-06,133910.0,1398/01/17
2019-04-07,136900.0,1398/01/18
2019-04-08,141750.0,1398/01/19
2019-04-09,137500.0,1398/01/20
2019-04-10,137310.0,1398/01/21
2019-04-11,137310.0,1398/01/22
2019-04-13,134500.0,1398/01/24
2019-04-14,136900.0,1398/01/25
2019-04-15,135430.0,1398/01/26
2019-04-16,134010.0,1398/01/27
2019-04-17,134790.0,1398/01/28
2019-04-18,134790.0,1398/01/29
2019-04-20,134700.0,1398/01/31
2019-04-22,139420.0,1398/02/02
2019-04-23,139520.0,1398/02/03
2019-04-24,140480.0,1398/02/04
2019-04-25,138120.0,1398/02/05
2019-04-27,142860.0,1398/02/07
2019-04-28,143520.0,1398/02/08
2019-04-29,142380.0,1398/02/09
2019-04-30,145070.0,1398/02/10
2019-05-01,146010.0,1398/02/11
2019-05-02,142410.0,1398/02/12
2019-05-04,147510.0,1398/02/14
2019-05-05,150010.0,1398/02/15
2019-05-06,152390.0,1398/02/16
2019-05-07,153890.0,1398/02/17
2019-05-08,156010.0,1398/02/18
2019-05-09,153500.0,1398/02/19
2019-05-11,147970.0,1398/02/21
2019-05-12,150470.0,1398/02/22
2019-05-13,151510.0,1398/02/23
2019-05-14,148490.0,1398/02/24
2019-05-15,146380.0,1398/02/25
2019-05-16,146470.0,1398/02/26
2019-05-18,143510.0,1398/02/28
2019-05-19,140360.0,1398/02/29
2019-05-20,142380.0,1398/02/30
2019-05-21,144010.0,1398/02/31
2019-05-22,142010.0,1398/03/01
2019-05-23,140460.0,1398/03/02
2019-05-25,140822.0,1398/03/04
2019-05-28,135970.0,1398/03/07
2019-05-29,137390.0,1398/03/08
2019-05-30,135370.0,1398/03/09
2019-06-01,134580.0,1398/03/11
2019-06-02,132680.0,1398/03/12
2019-06-03,130980.0,1398/03/13
2019-06-08,127190.0,1398/03/18
2019-06-09,131410.0,1398/03/19
2019-06-10,130580.0,1398/03/20
2019-06-11,131350.0,1398/03/21
2019-06-12,134868.0,1398/03/22
2019-06-15,137910.0,1398/03/25
2019-06-16,135490.0,1398/03/26
2019-06-17,132610.0,1398/03/27
2019-06-18,134010.0,1398/03/28
2019-06-19,134630.0,1398/03/29
2019-06-20,132000.0,1398/03/30
2019-06-22,133930.0,1398/04/01
2019-06-23,134040.0,1398/04/02
2019-06-24,132040.0,1398/04/03
2019-06-25,132340.0,1398/04/04
2019-06-26,132260.0,1398/04/05
2019-06-27,129410.0,1398/04/06
2019-06-30,130140.0,1398/04/09
2019-07-01,129150.0,1398/04/10
2019-07-02,129840.0,1398/04/11
2019-07-03,130820.0,1398/04/12
2019-07-04,127500.0,1398/04/13
2019-07-06,130650.0,1398/04/15
2019-07-07,128890.0,1398/04/16
2019-07-08,129720.0,1398/04/17
2019-07-09,129680.0,1398/04/18
2019-07-10,129580.0,1398/04/19
2019-07-11,127460.0,1398/04/20
2019-07-13,124920.0,1398/04/22
2019-07-14,121120.0,1398/04/23
2019-07-15,118710.0,1398/04/24
2019-07-16,118130.0,1398/04/25
2019-07-17,119840.0,1398/04/26
2019-07-20,122140.0,1398/04/29
2019-07-21,123350.0,1398/04/30
2019-07-22,125240.0,1398/04/31
2019-07-23,120280.0,1398/05/01
2019-07-24,118920.0,1398/05/02
2019-07-25,119500.0,1398/05/03
2019-07-27,120640.0,1398/05/05
2019-07-28,121490.0,1398/05/06
2019-07-29,120240.0,1398/05/07
2019-07-30,119140.0,1398/05/08
2019-07-31,120790.0,1398/05/09
2019-08-01,119000.0,1398/05/10
2019-08-03,119440.0,1398/05/12
2019-08-04,120250.0,1398/05/13
2019-08-05,119550.0,1398/05/14
2019-08-06,119670.0,1398/05/15
2019-08-07,118845.0,1398/05/16
2019-08-10,116950.0,1398/05/19
2019-08-11,117000.0,1398/05/20
2019-08-13,116700.0,1398/05/22
2019-08-14,117641.0,1398/05/23
2019-08-17,117340.0,1398/05/26
2019-08-18,117030.0,1398/05/27
2019-08-19,116960.0,1398/05/28
2019-08-21,116850.0,1398/05/30
2019-08-22,116000.0,1398/05/31
2019-08-24,113010.0,1398/06/02
2019-08-25,110850.0,1398/06/03
2019-08-26,112250.0,1398/06/04
2019-08-27,112200.0,1398/06/05
2019-08-28,113120.0,1398/06/06
2019-08-29,112000.0,1398/06/07
2019-08-31,113820.0,1398/06/09
2019-09-01,113750.0,1398/06/10
2019-09-02,114510.0,1398/06/11
2019-09-03,114050.0,1398/06/12
2019-09-04,114750.0,1398/06/13
2019-09-05,114000.0,1398/06/14
2019-09-07,116750.0,1398/06/16
2019-09-08,116000.0,1398/06/17
2019-09-11,116740.0,1398/06/20
2019-09-12,114440.0,1398/06/21
2019-09-14,113430.0,1398/06/23
2019-09-15,114550.0,1398/06/24
2019-09-16,115140.0,1398/06/25
2019-09-17,115360.0,1398/06/26
2019-09-18,115330.0,1398/06/27
2019-09-19,114500.0,1398/06/28
2019-09-21,114310.0,1398/06/30
2019-09-22,113930.0,1398/06/31
2019-09-23,114450.0,1398/07/01
2019-09-24,114180.0,1398/07/02
2019-09-25,114380.0,1398/07/03
2019-09-26,113500.0,1398/07/04
2019-09-28,114640.0,1398/07/06
2019-09-29,115810.0,1398/07/07
2019-09-30,115010.0,1398/07/08
2019-10-01,115230.0,1398/07/09
2019-10-02,115490.0,1398/07/10
2019-10-03,114430.0,1398/07/11
2019-10-05,114500.0,1398/07/13
2019-10-06,114730.0,1398/07/14
2019-10-07,114920.0,1398/07/15
2019-10-08,114980.0,1398/07/16
2019-10-09,114830.0,1398/07/17
2019-10-10,114020.0,1398/07/18
2019-10-12,114030.0,1398/07/20
2019-10-13,113960.0,1398/07/21
2019-10-14,114110.0,1398/07/22
2019-10-15,114220.0,1398/07/23
2019-10-16,114230.0,1398/07/24
2019-10-17,114020.0,1398/07/25
2019-10-20,113400.0,1398/07/28
2019-10-21,113430.0,1398/07/29
2019-10-22,112320.0,1398/07/30
2019-10-23,111910.0,1398/08/01
2019-10-24,112050.0,1398/08/02
2019-10-26,111380.0,1398/08/04
2019-10-28,111410.0,1398/08/06
2019-10-30,112550.0,1398/08/08
2019-10-31,111520.0,1398/08/09
2019-11-02,113710.0,1398/08/11
2019-11-03,113650.0,1398/08/12
2019-11-04,114150.0,1398/08/13
2019-11-05,112900.0,1398/08/14
2019-11-07,113380.0,1398/08/16
2019-11-09,114330.0,1398/08/18
2019-11-10,114960.0,1398/08/19
2019-11-11,115240.0,1398/08/20
2019-11-12,117700.0,1398/08/21
2019-11-13,117870.0,1398/08/22
2019-11-14,114970.0,1398/08/23
2019-11-16,122500.0,1398/08/25
2019-11-17,122650.0,1398/08/26
2019-11-18,122520.0,1398/08/27
2019-11-19,119130.0,1398/08/28
2019-11-20,118980.0,1398/08/29
2019-11-21,117940.0,1398/08/30
2019-11-23,122740.0,1398/09/02
2019-11-24,124150.0,1398/09/03
2019-11-25,122970.0,1398/09/04
2019-11-26,125820.0,1398/09/05
2019-11-27,125990.0,1398/09/06
2019-11-28,124020.0,1398/09/07
2019-11-30,128120.0,1398/09/09
2019-12-01,126550.0,1398/09/10
2019-12-02,127650.0,1398/09/11
2019-12-03,129040.0,1398/09/12
2019-12-04,130490.0,1398/09/13
2019-12-05,127010.0,1398/09/14
2019-12-07,134450.0,1398/09/16
2019-12-08,138030.0,1398/09/17
2019-12-09,135840.0,1398/09/18
2019-12-10,131050.0,1398/09/19
2019-12-11,127510.0,1398/09/20
2019-12-12,129010.0,1398/09/21
2019-12-14,125840.0,1398/09/23
2019-12-15,127520.0,1398/09/24
2019-12-16,130670.0,1398/09/25
2019-12-17,129150.0,1398/09/26
2019-12-18,129990.0,1398/09/27
2019-12-19,128590.0,1398/09/28
2019-12-21,131690.0,1398/09/30
2019-12-22,131490.0,1398/10/01
2019-12-23,131090.0,1398/10/02
2019-12-24,131910.0,1398/10/03
2019-12-25,131820.0,1398/10/04
2019-12-26,129760.0,1398/10/05
2019-12-28,131580.0,1398/10/07
2019-12-29,131620.0,1398/10/08
2019-12-30,133190.0,1398/10/09
2019-12-31,132990.0,1398/10/10
2020-01-01,132990.0,1398/10/11
2020-01-02,129500.0,1398/10/12
2020-01-04,139220.0,1398/10/14
2020-01-05,138090.0,1398/10/15
2020-01-06,139660.0,1398/10/16
2020-01-07,139350.0,1398/10/17
2020-01-08,133900.0,1398/10/18
2020-01-09,132090.0,1398/10/19
2020-01-11,134290.0,1398/10/21
2020-01-12,134150.0,1398/10/22
2020-01-13,135500.0,1398/10/23
2020-01-14,134960.0,1398/10/24
2020-01-15,135160.0,1398/10/25
2020-01-16,131000.0,1398/10/26
2020-01-18,134490.0,1398/10/28
2020-01-19,134990.0,1398/10/29
2020-01-20,134390.0,1398/10/30
2020-01-21,134850.0,1398/11/01
2020-01-22,135290.0,1398/11/02
2020-01-23,130000.0,1398/11/03
2020-01-25,135790.0,1398/11/05
2020-01-26,136190.0,1398/11/06
2020-01-27,137190.0,1398/11/07
2020-01-28,134020.0,1398/11/08
2020-01-30,134540.0,1398/11/10
2020-02-01,135500.0,1398/11/12
2020-02-02,136040.0,1398/11/13
2020-02-03,135690.0,1398/11/14
2020-02-04,136690.0,1398/11/15
2020-02-05,136730.0,1398/11/16
2020-02-06,135060.0,1398/11/17
2020-02-08,138890.0,1398/11/19
2020-02-09,139590.0,1398/11/20
2020-02-10,136040.0,1398/11/21
2020-02-12,140430.0,1398/11/23
2020-02-13,138490.0,1398/11/24
2020-02-15,141860.0,1398/11/26
2020-02-16,141620.0,1398/11/27
2020-02-17,144030.0,1398/11/28
2020-02-18,143490.0,1398/11/29
2020-02-19,143930.0,1398/11/30
2020-02-20,142030.0,1398/12/01
2020-02-22,152550.0,1398/12/03
2020-02-23,156090.0,1398/12/04
2020-02-24,156290.0,1398/12/05
2020-02-25,156390.0,1398/12/06
2020-02-26,157090.0,1398/12/07
2020-02-27,157010.0,1398/12/08
2020-02-29,155060.0,1398/12/10
2020-03-01,156990.0,1398/12/11
2020-03-02,153130.0,1398/12/12
2020-03-03,154360.0,1398/12/13
2020-03-04,152710.0,1398/12/14
2020-03-05,149950.0,1398/12/15
2020-03-07,149960.0,1398/12/17
2020-03-09,153890.0,1398/12/19
2020-03-10,153990.0,1398/12/20
2020-03-11,153900.0,1398/12/21
2020-03-12,148510.0,1398/12/22
2020-03-14,156570.0,1398/12/24
2020-03-15,158370.0,1398/12/25
2020-03-16,160690.0,1398/12/26
2020-03-17,159920.0,1398/12/27
2020-03-18,149030.0,1398/12/28
2020-03-23,149020.0,1399/01/04
2020-03-24,148971.0,1399/01/05
2020-03-25,148992.0,1399/01/06
2020-03-27,149000.0,1399/01/08
2020-03-28,149010.0,1399/01/09
2020-03-29,149011.0,1399/01/10
2020-04-02,148960.0,1399/01/14
2020-04-04,164190.0,1399/01/16
2020-04-05,162950.0,1399/01/17
2020-04-06,161390.0,1399/01/18
2020-04-07,159650.0,1399/01/19
2020-04-08,161060.0,1399/01/20
2020-04-11,162240.0,1399/01/23
2020-04-12,161090.0,1399/01/24
2020-04-13,160280.0,1399/01/25
2020-04-14,159610.0,1399/01/26
2020-04-15,159690.0,1399/01/27
2020-04-16,155000.0,1399/01/28
2020-04-18,154390.0,1399/01/30
2020-04-19,154420.0,1399/01/31
2020-04-20,160890.0,1399/02/01
2020-04-21,163080.0,1399/02/02
2020-04-22,162690.0,1399/02/03
2020-04-23,155030.0,1399/02/04
2020-04-25,161520.0,1399/02/06
2020-04-26,161510.0,1399/02/07
2020-04-27,160790.0,1399/02/08
2020-04-28,162410.0,1399/02/09
2020-04-29,161420.0,1399/02/10
2020-04-30,156000.0,1399/02/11
2020-05-02,160790.0,1399/02/13
2020-05-03,161390.0,1399/02/14
2020-05-04,161420.0,1399/02/15
2020-05-05,161380.0,1399/02/16
2020-05-06,162890.0,1399/02/17
2020-05-07,157000.0,1399/02/18
2020-05-09,164920.0,1399/02/20
2020-05-10,168420.0,1399/02/21
2020-05-11,170210.0,1399/02/22
2020-05-12,171080.0,1399/02/23
2020-05-13,168610.0,1399/02/24
2020-05-14,168540.0,1399/02/25
2020-05-16,169110.0,1399/02/27
2020-05-17,175780.0,1399/02/28
2020-05-18,176910.0,1399/02/29
2020-05-19,178910.0,1399/02/30
2020-05-20,177010.0,1399/02/31
2020-05-21,173050.0,1399/03/01
2020-05-23,175480.0,1399/03/03
2020-05-26,173780.0,1399/03/06
2020-05-27,175710.0,1399/03/07
2020-05-28,170610.0,1399/03/08
2020-05-30,176010.0,1399/03/10
2020-05-31,177020.0,1399/03/11
2020-06-01,177120.0,1399/03/12
2020-06-02,177880.0,1399/03/13
2020-06-06,176810.0,1399/03/17
2020-06-07,176110.0,1399/03/18
2020-06-08,177910.0,1399/03/19
2020-06-09,179880.0,1399/03/20
2020-06-10,179800.0,1399/03/21
2020-06-11,177500.0,1399/03/22
2020-06-13,179480.0,1399/03/24
